ACCESS_label,HHL_label,FINCP,NPF,GRPIP
"Yes, by paying a cell phone company or Internet service provider",Spanish,44000,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,48
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,62
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,178800,3,17
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,178800,3,17
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,178800,3,17
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,93900,4,34
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,93900,4,34
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,93900,4,34
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,93900,4,34
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",English only,53000,2,36
"Yes, by paying a cell phone company or Internet service provider",English only,53000,2,36
"Yes, without paying a cell phone company or Internet service provider",English only,43820,3,21
"Yes, without paying a cell phone company or Internet service provider",English only,43820,3,21
"Yes, without paying a cell phone company or Internet service provider",English only,43820,3,21
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,11
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,11
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",Spanish,55000,2,32
"Yes, by paying a cell phone company or Internet service provider",Spanish,55000,2,32
"Yes, by paying a cell phone company or Internet service provider",Spanish,55000,2,32
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",English only,42590,2,26
"Yes, by paying a cell phone company or Internet service provider",English only,42590,2,26
"Yes, by paying a cell phone company or Internet service provider",English only,18200,3,57
"Yes, by paying a cell phone company or Internet service provider",English only,18200,3,57
"Yes, by paying a cell phone company or Internet service provider",English only,18200,3,57
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, without paying a cell phone company or Internet service provider",Spanish,7000,4,101
"Yes, without paying a cell phone company or Internet service provider",Spanish,7000,4,101
"Yes, without paying a cell phone company or Internet service provider",Spanish,7000,4,101
"Yes, without paying a cell phone company or Internet service provider",Spanish,7000,4,101
"Yes, by paying a cell phone company or Internet service provider",English only,70000,3,69
"Yes, by paying a cell phone company or Internet service provider",English only,70000,3,69
"Yes, by paying a cell phone company or Internet service provider",English only,70000,3,69
"Yes, by paying a cell phone company or Internet service provider",English only,105000,5,17
"Yes, by paying a cell phone company or Internet service provider",English only,105000,5,17
"Yes, by paying a cell phone company or Internet service provider",English only,105000,5,17
"Yes, by paying a cell phone company or Internet service provider",English only,105000,5,17
"Yes, by paying a cell phone company or Internet service provider",English only,105000,5,17
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,137630,4,17
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,137630,4,17
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,137630,4,17
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,137630,4,17
"No access to the Internet at this house, apartment, or mobile home",Asian and Pacific Island languages,-60000,1,90
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,66000,5,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,66000,5,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,66000,5,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,66000,5,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,66000,5,13
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,64000,2,23
"Yes, by paying a cell phone company or Internet service provider",English only,64000,2,23
"Yes, by paying a cell phone company or Internet service provider",Spanish,19320,3,40
"Yes, by paying a cell phone company or Internet service provider",Spanish,19320,3,40
"Yes, by paying a cell phone company or Internet service provider",Spanish,19320,3,40
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,35
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,19300,3,7
"Yes, by paying a cell phone company or Internet service provider",English only,19300,3,7
"Yes, by paying a cell phone company or Internet service provider",English only,19300,3,7
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,47200,4,35
"Yes, by paying a cell phone company or Internet service provider",English only,47200,4,35
"Yes, by paying a cell phone company or Internet service provider",English only,47200,4,35
"Yes, by paying a cell phone company or Internet service provider",English only,47200,4,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,39
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",Other language,49400,4,34
"Yes, by paying a cell phone company or Internet service provider",Other language,49400,4,34
"Yes, by paying a cell phone company or Internet service provider",Other language,49400,4,34
"Yes, by paying a cell phone company or Internet service provider",Other language,49400,4,34
"Yes, without paying a cell phone company or Internet service provider",English only,22200,3,51
"Yes, without paying a cell phone company or Internet service provider",English only,22200,3,51
"Yes, without paying a cell phone company or Internet service provider",English only,22200,3,51
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,25000,4,50
"Yes, by paying a cell phone company or Internet service provider",English only,25000,4,50
"Yes, by paying a cell phone company or Internet service provider",English only,25000,4,50
"Yes, by paying a cell phone company or Internet service provider",English only,25000,4,50
"Yes, by paying a cell phone company or Internet service provider",English only,78000,7,34
"Yes, by paying a cell phone company or Internet service provider",English only,78000,7,34
"Yes, by paying a cell phone company or Internet service provider",English only,78000,7,34
"Yes, by paying a cell phone company or Internet service provider",English only,78000,7,34
"Yes, by paying a cell phone company or Internet service provider",English only,78000,7,34
"Yes, by paying a cell phone company or Internet service provider",English only,78000,7,34
"Yes, by paying a cell phone company or Internet service provider",English only,78000,7,34
"Yes, by paying a cell phone company or Internet service provider",English only,130000,4,16
"Yes, by paying a cell phone company or Internet service provider",English only,130000,4,16
"Yes, by paying a cell phone company or Internet service provider",English only,130000,4,16
"Yes, by paying a cell phone company or Internet service provider",English only,130000,4,16
"Yes, by paying a cell phone company or Internet service provider",English only,23600,3,83
"Yes, by paying a cell phone company or Internet service provider",English only,23600,3,83
"Yes, by paying a cell phone company or Internet service provider",English only,23600,3,83
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,27
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,25000,2,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,25000,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,42
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,42
"Yes, without paying a cell phone company or Internet service provider",Spanish,65000,2,22
"Yes, without paying a cell phone company or Internet service provider",Spanish,65000,2,22
"No access to the Internet at this house, apartment, or mobile home",Other language,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,115000,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,115000,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,42
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,32
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,33
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,55600,3,28
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,55600,3,28
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,55600,3,28
"Yes, by paying a cell phone company or Internet service provider",English only,22200,2,29
"Yes, by paying a cell phone company or Internet service provider",English only,22200,2,29
"No access to the Internet at this house, apartment, or mobile home",Asian and Pacific Island languages,-60000,1,35
"Yes, by paying a cell phone company or Internet service provider",English only,188000,2,20
"Yes, by paying a cell phone company or Internet service provider",English only,188000,2,20
"No access to the Internet at this house, apartment, or mobile home",English only,39400,2,29
"No access to the Internet at this house, apartment, or mobile home",English only,39400,2,29
"Yes, by paying a cell phone company or Internet service provider",English only,131700,5,22
"Yes, by paying a cell phone company or Internet service provider",English only,131700,5,22
"Yes, by paying a cell phone company or Internet service provider",English only,131700,5,22
"Yes, by paying a cell phone company or Internet service provider",English only,131700,5,22
"Yes, by paying a cell phone company or Internet service provider",English only,131700,5,22
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,64
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,64
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,53
"Yes, by paying a cell phone company or Internet service provider",English only,35000,2,36
"Yes, by paying a cell phone company or Internet service provider",English only,35000,2,36
"No access to the Internet at this house, apartment, or mobile home",Spanish,35700,2,35
"No access to the Internet at this house, apartment, or mobile home",Spanish,35700,2,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,39
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,30100,2,30
"Yes, by paying a cell phone company or Internet service provider",English only,30100,2,30
"Yes, by paying a cell phone company or Internet service provider",English only,30100,2,30
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,85
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,54
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,86200,2,25
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,86200,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,39
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",Other language,98000,5,21
"Yes, by paying a cell phone company or Internet service provider",Other language,98000,5,21
"Yes, by paying a cell phone company or Internet service provider",Other language,98000,5,21
"Yes, by paying a cell phone company or Internet service provider",Other language,98000,5,21
"Yes, by paying a cell phone company or Internet service provider",Other language,98000,5,21
"No access to the Internet at this house, apartment, or mobile home",Spanish,127100,2,10
"No access to the Internet at this house, apartment, or mobile home",Spanish,127100,2,10
"Yes, by paying a cell phone company or Internet service provider",English only,98500,3,27
"Yes, by paying a cell phone company or Internet service provider",English only,98500,3,27
"Yes, by paying a cell phone company or Internet service provider",English only,98500,3,27
"Yes, by paying a cell phone company or Internet service provider",Spanish,16300,2,49
"Yes, by paying a cell phone company or Internet service provider",Spanish,16300,2,49
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,36
"Yes, by paying a cell phone company or Internet service provider",English only,83500,2,20
"Yes, by paying a cell phone company or Internet service provider",English only,83500,2,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",Other language,29100,3,58
"Yes, by paying a cell phone company or Internet service provider",Other language,29100,3,58
"Yes, by paying a cell phone company or Internet service provider",Other language,29100,3,58
"Yes, by paying a cell phone company or Internet service provider",English only,82000,2,28
"Yes, by paying a cell phone company or Internet service provider",English only,82000,2,28
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,77800,6,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,77800,6,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,77800,6,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,77800,6,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,77800,6,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,77800,6,22
"Yes, by paying a cell phone company or Internet service provider",English only,105000,2,23
"Yes, by paying a cell phone company or Internet service provider",English only,105000,2,23
"Yes, by paying a cell phone company or Internet service provider",English only,28000,5,33
"Yes, by paying a cell phone company or Internet service provider",English only,28000,5,33
"Yes, by paying a cell phone company or Internet service provider",English only,28000,5,33
"Yes, by paying a cell phone company or Internet service provider",English only,28000,5,33
"Yes, by paying a cell phone company or Internet service provider",English only,28000,5,33
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,33200,4,59
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,33200,4,59
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,33200,4,59
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,33200,4,59
"Yes, by paying a cell phone company or Internet service provider",English only,16200,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,16200,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,16200,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,16200,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,14
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,14
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,112000,3,20
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,112000,3,20
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,112000,3,20
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,44
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,33
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,72000,3,20
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,72000,3,20
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,72000,3,20
"Yes, by paying a cell phone company or Internet service provider",English only,95000,2,22
"Yes, by paying a cell phone company or Internet service provider",English only,95000,2,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,7
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,7
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,30000,3,52
"Yes, by paying a cell phone company or Internet service provider",English only,30000,3,52
"Yes, by paying a cell phone company or Internet service provider",English only,30000,3,52
"Yes, by paying a cell phone company or Internet service provider",English only,10440,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,10440,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,109000,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,109000,2,17
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,30
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,34
"Yes, by paying a cell phone company or Internet service provider",Spanish,12000,2,97
"Yes, by paying a cell phone company or Internet service provider",Spanish,12000,2,97
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,3000,2,36
"Yes, by paying a cell phone company or Internet service provider",English only,3000,2,36
"Yes, by paying a cell phone company or Internet service provider",English only,3000,2,36
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,38000,3,33
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,38000,3,33
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,38000,3,33
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,88
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,88
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,20000,4,29
"Yes, by paying a cell phone company or Internet service provider",English only,44000,3,17
"Yes, by paying a cell phone company or Internet service provider",English only,44000,3,17
"Yes, by paying a cell phone company or Internet service provider",English only,44000,3,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,48600,3,35
"Yes, by paying a cell phone company or Internet service provider",English only,48600,3,35
"Yes, by paying a cell phone company or Internet service provider",English only,48600,3,35
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,26
"No access to the Internet at this house, apartment, or mobile home",English only,7000,2,101
"No access to the Internet at this house, apartment, or mobile home",English only,7000,2,101
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,100
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",English only,12000,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,12000,2,101
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,46
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,46
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,40
"Yes, by paying a cell phone company or Internet service provider",English only,9000,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,9000,2,101
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,25000,2,31
"Yes, by paying a cell phone company or Internet service provider",English only,25000,2,31
"Yes, by paying a cell phone company or Internet service provider",English only,25000,2,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,69
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,69
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,36
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,91
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,64
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,178000,2,12
"Yes, by paying a cell phone company or Internet service provider",English only,178000,2,12
"Yes, by paying a cell phone company or Internet service provider",English only,55000,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,55000,2,24
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,66
"Yes, by paying a cell phone company or Internet service provider",Spanish,23900,2,35
"Yes, by paying a cell phone company or Internet service provider",Spanish,23900,2,35
"Yes, by paying a cell phone company or Internet service provider",Spanish,23900,2,35
"Yes, by paying a cell phone company or Internet service provider",English only,76000,2,52
"Yes, by paying a cell phone company or Internet service provider",English only,76000,2,52
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,48
"Yes, by paying a cell phone company or Internet service provider",Spanish,3000,3,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,3000,3,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,3000,3,101
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,28000,4,81
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,28000,4,81
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,28000,4,81
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,28000,4,81
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,14
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,14
"Yes, by paying a cell phone company or Internet service provider",English only,12000,5,101
"Yes, by paying a cell phone company or Internet service provider",English only,12000,5,101
"Yes, by paying a cell phone company or Internet service provider",English only,12000,5,101
"Yes, by paying a cell phone company or Internet service provider",English only,12000,5,101
"Yes, by paying a cell phone company or Internet service provider",English only,12000,5,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,11000,3,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,11000,3,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,11000,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,34
"Yes, by paying a cell phone company or Internet service provider",English only,36000,2,40
"Yes, by paying a cell phone company or Internet service provider",English only,36000,2,40
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,82
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,82
"Yes, by paying a cell phone company or Internet service provider",English only,107800,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,107800,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,72
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,72
"No access to the Internet at this house, apartment, or mobile home",Spanish,22100,4,33
"No access to the Internet at this house, apartment, or mobile home",Spanish,22100,4,33
"No access to the Internet at this house, apartment, or mobile home",Spanish,22100,4,33
"No access to the Internet at this house, apartment, or mobile home",Spanish,22100,4,33
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,49
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,76
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,70000,3,51
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,70000,3,51
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,70000,3,51
"Yes, by paying a cell phone company or Internet service provider",English only,14000,2,43
"Yes, by paying a cell phone company or Internet service provider",English only,14000,2,43
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,58
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only,67550,2,14
"Yes, by paying a cell phone company or Internet service provider",English only,67550,2,14
"Yes, by paying a cell phone company or Internet service provider",English only,40700,2,36
"Yes, by paying a cell phone company or Internet service provider",English only,40700,2,36
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,56
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,56
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,60
"Yes, without paying a cell phone company or Internet service provider",Spanish,69000,4,16
"Yes, without paying a cell phone company or Internet service provider",Spanish,69000,4,16
"Yes, without paying a cell phone company or Internet service provider",Spanish,69000,4,16
"Yes, without paying a cell phone company or Internet service provider",Spanish,69000,4,16
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,80
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,80
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,80
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,80
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",English only,25300,3,31
"Yes, by paying a cell phone company or Internet service provider",English only,25300,3,31
"Yes, by paying a cell phone company or Internet service provider",English only,25300,3,31
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,35
"Yes, by paying a cell phone company or Internet service provider",Spanish,13900,2,66
"Yes, by paying a cell phone company or Internet service provider",Spanish,13900,2,66
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,31
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,14
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,62
"Yes, by paying a cell phone company or Internet service provider",English only,21000,2,86
"Yes, by paying a cell phone company or Internet service provider",English only,21000,2,86
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,38000,4,36
"Yes, by paying a cell phone company or Internet service provider",English only,38000,4,36
"Yes, by paying a cell phone company or Internet service provider",English only,38000,4,36
"Yes, by paying a cell phone company or Internet service provider",English only,38000,4,36
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,27
